Instance Init Pivot Neighborhood Cost Time
N-t70n11xx_250 random best exchange 2348357 0.826285
N-t70n11xx_250 random best insert 2379500 0.850021
N-t70n11xx_250 cw first transpose 1597093 0.001454
N-t70n11xx_250 cw first exchange 2365088 5.2458
N-t70n11xx_250 cw first insert 2380639 4.31748
N-t70n11xx_250 cw best transpose 1597065 0.001862
N-t70n11xx_250 cw best exchange 2343967 0.782235
N-t70n11xx_250 cw best insert 2388995 0.889206
N-t74d11xx_150 random first transpose 6301767 3.6e-05
N-t74d11xx_150 random first exchange 9119373 0.424706
N-t74d11xx_150 random first insert 9226556 0.357787
N-t74d11xx_150 random best transpose 6315715 6.7e-05
N-t74d11xx_150 random best exchange 9024253 0.083508
N-t74d11xx_150 random best insert 9178343 0.101043
N-t74d11xx_150 cw first transpose 5870286 0.000305
N-t74d11xx_150 cw first exchange 9075266 0.362259
N-t74d11xx_150 cw first insert 9193771 0.406034
N-t74d11xx_150 cw best transpose 5894703 0.000314
N-t74d11xx_150 cw best exchange 9052136 0.073659
N-t74d11xx_150 cw best insert 9241470 0.106732
N-t74d11xx_250 random first transpose 16783671 9e-05
N-t74d11xx_250 random first exchange 23768286 5.96356
N-t74d11xx_250 random first insert 23983218 4.70489
N-t74d11xx_250 random best transpose 16804434 0.000145
N-t74d11xx_250 random best exchange 23637725 0.784657
N-t74d11xx_250 random best insert 23934297 0.874515
N-t74d11xx_250 cw first transpose 16566301 0.001493
N-t74d11xx_250 cw first exchange 23721155 6.35088
N-t74d11xx_250 cw first insert 24123578 5.48012
N-t74d11xx_250 cw best transpose 16568834 0.00164
N-t74d11xx_250 cw best exchange 23610116 0.991586
N-t74d11xx_250 cw best insert 23966324 0.867949
N-t75d11xx_150 random first transpose 6114949 3.3e-05
N-t75d11xx_150 random first exchange 9389095 0.437426
N-t75d11xx_150 random first insert 9344694 0.411666
N-t75d11xx_150 random best transpose 6140219 6.4e-05
N-t75d11xx_150 random best exchange 9232902 0.090693
N-t75d11xx_150 random best insert 9431092 0.096175
N-t75d11xx_150 cw first transpose 6056171 0.000315
N-t75d11xx_150 cw first exchange 9345686 0.368865
N-t75d11xx_150 cw first insert 9410030 0.466061
N-t75d11xx_150 cw best transpose 6060824 0.000344
N-t75d11xx_150 cw best exchange 9181187 0.070269
N-t75d11xx_150 cw best insert 9454051 0.087165
N-t75d11xx_250 random first transpose 17653655 8e-05
N-t75d11xx_250 random first exchange 24450066 5.99821
N-t75d11xx_250 random first insert 24512916 4.70678
N-t75d11xx_250 random best transpose 17673167 0.000197
N-t75d11xx_250 random best exchange 24259091 0.82505
N-t75d11xx_250 random best insert 24461041 1.00931
N-t75d11xx_250 cw first transpose 16743699 0.001408
N-t75d11xx_250 cw first exchange 24382337 6.34332
N-t75d11xx_250 cw first insert 24574574 4.95139
N-t75d11xx_250 cw best transpose 16742358 0.001679
N-t75d11xx_250 cw best exchange 24149804 0.949365
N-t75d11xx_250 cw best insert 24480384 0.850815
N-t75e11xx_150 random first transpose 26841183 4.6e-05
N-t75e11xx_150 random first exchange 40263882 0.460738
N-t75e11xx_150 random first insert 40527132 0.431773
N-t75e11xx_150 random best transpose 26969136 5.8e-05
N-t75e11xx_150 random best exchange 40126202 0.090055
N-t75e11xx_150 random best insert 40530365 0.09144
N-t75e11xx_150 cw first transpose 24867404 0.000316
N-t75e11xx_150 cw first exchange 40152248 0.436968
N-t75e11xx_150 cw first insert 40791906 0.546444
N-t75e11xx_150 cw best transpose 24947473 0.000329
N-t75e11xx_150 cw best exchange 40258059 0.07937
N-t75e11xx_150 cw best insert 40505012 0.105832
N-t75e11xx_250 random first transpose 73890813 6.6e-05
N-t75e11xx_250 random first exchange 103832819 6.05503
N-t75e11xx_250 random first insert 103898406 5.22862
N-t75e11xx_250 random best transpose 74221068 0.000134
N-t75e11xx_250 random best exchange 102647081 0.731646
N-t75e11xx_250 random best insert 103649949 0.880648
N-t75e11xx_250 cw first transpose 71522542 0.002007
N-t75e11xx_250 cw first exchange 103174478 5.92001
N-t75e11xx_250 cw first insert 104602214 5.04676
N-t75e11xx_250 cw best transpose 71500741 0.00156
N-t75e11xx_250 cw best exchange 103149499 0.842632
N-t75e11xx_250 cw best insert 103892614 0.765171
N-t75k11xx_150 random first transpose 995065 3.4e-05
N-t75k11xx_150 random first exchange 1500214 0.376509
N-t75k11xx_150 random first insert 1513972 0.36587
N-t75k11xx_150 random best transpose 1004913 5.3e-05
N-t75k11xx_150 random best exchange 1483168 0.075707
N-t75k11xx_150 random best insert 1505459 0.087652
N-t75k11xx_150 cw first transpose 947986 0.000304
N-t75k11xx_150 cw first exchange 1498191 0.316891
N-t75k11xx_150 cw first insert 1499934 0.396212
N-t75k11xx_150 cw best transpose 947013 0.000313
N-t75k11xx_150 cw best exchange 1483683 0.074501
N-t75k11xx_150 cw best insert 1490540 0.078448
N-t75k11xx_250 random first transpose 2828312 0.000122
N-t75k11xx_250 random first exchange 3975634 4.68553
N-t75k11xx_250 random first insert 3999380 4.48387
N-t75k11xx_250 random best transpose 2834368 0.000121
N-t75k11xx_250 random best exchange 3925608 1.10166
N-t75k11xx_250 random best insert 3981840 1.15933
N-t75k11xx_250 cw first transpose 2719706 0.001546
N-t75k11xx_250 cw first exchange 3929554 5.17152
N-t75k11xx_250 cw first insert 4022463 4.66493
N-t75k11xx_250 cw best transpose 2720582 0.001481
N-t75k11xx_250 cw best exchange 3934777 0.802479
N-t75k11xx_250 cw best insert 3985852 0.739853
N-t75n11xx_150 random first transpose 1081423 2.9e-05
N-t75n11xx_150 random first exchange 1682018 0.392652
N-t75n11xx_150 random first insert 1712107 0.464904
N-t75n11xx_150 random best transpose 1081998 4.6e-05
N-t75n11xx_150 random best exchange 1663955 0.090012
N-t75n11xx_150 random best insert 1703052 0.088259
N-t75n11xx_150 cw first transpose 1079142 0.000342
N-t75n11xx_150 cw first exchange 1684431 0.37727
N-t75n11xx_150 cw first insert 1692083 0.435238
N-t75n11xx_150 cw best transpose 1079728 0.000327
N-t75n11xx_150 cw best exchange 1660935 0.096497
N-t75n11xx_150 cw best insert 1677966 0.080824
N-t75n11xx_250 random first transpose 2977188 6.3e-05
N-t75n11xx_250 random first exchange 4394870 5.04308
N-t75n11xx_250 random first insert 4424908 4.31946
N-t75n11xx_250 random best transpose 2980519 0.000114
N-t75n11xx_250 random best exchange 4378591 0.813877
N-t75n11xx_250 random best insert 4413313 1.02201
N-t75n11xx_250 cw first transpose 2983937 0.001532
N-t75n11xx_250 cw first exchange 4371056 4.73207
N-t75n11xx_250 cw first insert 4413163 4.84587
N-t75n11xx_250 cw best transpose 2984197 0.001697
N-t75n11xx_250 cw best exchange 4341089 0.728513
N-t75n11xx_250 cw best insert 4371057 0.954729
N-tiw56n54_150 random first transpose 575639 3.2e-05
N-tiw56n54_150 random first exchange 815329 0.37217
N-tiw56n54_150 random first insert 825536 0.408656
N-tiw56n54_150 random best transpose 575431 5.7e-05
N-tiw56n54_150 random best exchange 810031 0.084107
N-tiw56n54_150 random best insert 821525 0.116037
N-tiw56n54_150 cw first transpose 522664 0.000403
N-tiw56n54_150 cw first exchange 812170 0.372655
N-tiw56n54_150 cw first insert 822399 0.418177
N-tiw56n54_150 cw best transpose 522650 0.000315
N-tiw56n54_150 cw best exchange 809198 0.080845
N-tiw56n54_150 cw best insert 821455 0.090995
N-tiw56n54_250 random first transpose 1447533 8.4e-05
N-tiw56n54_250 random first exchange 2047572 5.6292
N-tiw56n54_250 random first insert 2055668 4.69182
N-tiw56n54_250 random best transpose 1447913 0.00024
N-tiw56n54_250 random best exchange 2028934 0.868972
N-tiw56n54_250 random best insert 2054279 0.968761
N-tiw56n54_250 cw first transpose 1407600 0.001711
N-tiw56n54_250 cw first exchange 2047876 4.83611
N-tiw56n54_250 cw first insert 2053956 5.93493
N-tiw56n54_250 cw best transpose 1408432 0.001688
N-tiw56n54_250 cw best exchange 2003621 0.806782
N-tiw56n54_250 cw best insert 2043379 0.797143
N-tiw56n58_150 random first transpose 713317 3.5e-05
N-tiw56n58_150 random first exchange 1107920 0.288154
N-tiw56n58_150 random first insert 1133421 0.39333
N-tiw56n58_150 random best transpose 713691 0.000536
N-tiw56n58_150 random best exchange 1105327 0.078667
N-tiw56n58_150 random best insert 1138679 0.106177
N-tiw56n58_150 cw first transpose 740539 0.000312
N-tiw56n58_150 cw first exchange 1114125 0.356547
N-tiw56n58_150 cw first insert 1135460 0.438604
N-tiw56n58_150 cw best transpose 740592 0.000328
N-tiw56n58_150 cw best exchange 1109067 0.091257
N-tiw56n58_150 cw best insert 1122915 0.091194
N-tiw56n58_250 random first transpose 1999304 6.6e-05
N-tiw56n58_250 random first exchange 2844339 5.40214
N-tiw56n58_250 random first insert 2835630 4.54709
N-tiw56n58_250 random best transpose 2003441 0.000149
N-tiw56n58_250 random best exchange 2788200 0.678207
N-tiw56n58_250 random best insert 2832070 0.875202
N-tiw56n58_250 cw first transpose 1955722 0.001494
N-tiw56n58_250 cw first exchange 2821068 5.52655
N-tiw56n58_250 cw first insert 2854209 5.40416
N-tiw56n58_250 cw best transpose 1955684 0.001493
N-tiw56n58_250 cw best exchange 2807338 0.990363
N-tiw56n58_250 cw best insert 2829730 0.838628
N-tiw56n62_150 random first transpose 1057721 3.6e-05
N-tiw56n62_150 random first exchange 1582163 0.430254
N-tiw56n62_150 random first insert 1589455 0.445403
N-tiw56n62_150 random best transpose 1052978 6.8e-05
N-tiw56n62_150 random best exchange 1571950 0.088051
N-tiw56n62_150 random best insert 1589283 0.097677
N-tiw56n62_150 cw first transpose 1069862 0.00035
N-tiw56n62_150 cw first exchange 1565292 0.371139
N-tiw56n62_150 cw first insert 1588710 0.382597
N-tiw56n62_150 cw best transpose 1072462 0.000338
N-tiw56n62_150 cw best exchange 1549322 0.064071
N-tiw56n62_150 cw best insert 1578357 0.076897
N-tiw56n62_250 random first transpose 2782763 8.1e-05
N-tiw56n62_250 random first exchange 4042712 4.97794
N-tiw56n62_250 random first insert 4072095 5.28523
N-tiw56n62_250 random best transpose 2791042 0.000193
N-tiw56n62_250 random best exchange 4004644 0.987197
N-tiw56n62_250 random best insert 4059584 1.00722
N-tiw56n62_250 cw first transpose 2820438 0.001547
N-tiw56n62_250 cw first exchange 4047634 5.70915
N-tiw56n62_250 cw first insert 4088104 5.42263
N-tiw56n62_250 cw best transpose 2820651 0.001437
N-tiw56n62_250 cw best exchange 3967771 0.710893
N-tiw56n62_250 cw best insert 4003510 0.671545
N-tiw56n66_150 random first transpose 1325388 3e-05
N-tiw56n66_150 random first exchange 2029367 0.387799
N-tiw56n66_150 random first insert 2062717 0.361393
N-tiw56n66_150 random best transpose 1340279 5.8e-05
N-tiw56n66_150 random best exchange 2030649 0.082393
N-tiw56n66_150 random best insert 2058584 0.089154
N-tiw56n66_150 cw first transpose 1337313 0.000312
N-tiw56n66_150 cw first exchange 2039852 0.290895
N-tiw56n66_150 cw first insert 2067340 0.541834
N-tiw56n66_150 cw best transpose 1337593 0.000406
N-tiw56n66_150 cw best exchange 2028200 0.073921
N-tiw56n66_150 cw best insert 2055312 0.087996
N-tiw56n66_250 random first transpose 3659951 8.7e-05
N-tiw56n66_250 random first exchange 5213404 5.1883
N-tiw56n66_250 random first insert 5283428 5.15905
N-tiw56n66_250 random best transpose 3678745 0.000166
N-tiw56n66_250 random best exchange 5192693 0.835384
N-tiw56n66_250 random best insert 5248847 0.976307
N-tiw56n66_250 cw first transpose 3590259 0.001513
N-tiw56n66_250 cw first exchange 5211444 5.50458
N-tiw56n66_250 cw first insert 5290745 4.78604
N-tiw56n66_250 cw best transpose 3588608 0.001864
N-tiw56n66_250 cw best exchange 5165507 0.914385
N-tiw56n66_250 cw best insert 5210486 0.842656
N-tiw56n67_150 random first transpose 1597567 4.8e-05
N-tiw56n67_150 random first exchange 2311390 0.333838
N-tiw56n67_150 random first insert 2330322 0.376532
N-tiw56n67_150 random best transpose 1604879 6.4e-05
N-tiw56n67_150 random best exchange 2288613 0.081564
N-tiw56n67_150 random best insert 2322902 0.098113
N-tiw56n67_150 cw first transpose 1438604 0.000315
N-tiw56n67_150 cw first exchange 2311250 0.354978
N-tiw56n67_150 cw first insert 2314890 0.472617
N-tiw56n67_150 cw best transpose 1439140 0.00038
N-tiw56n67_150 cw best exchange 2267721 0.089869
N-tiw56n67_150 cw best insert 2308669 0.089795
N-tiw56n67_250 random first transpose 4243100 7.9e-05
N-tiw56n67_250 random first exchange 6158030 6.43612
N-tiw56n67_250 random first insert 6215871 4.95634
N-tiw56n67_250 random best transpose 4242752 0.000141
N-tiw56n67_250 random best exchange 6130215 0.917708
N-tiw56n67_250 random best insert 6131092 0.860827
N-tiw56n67_250 cw first transpose 4077445 0.001801
N-tiw56n67_250 cw first exchange 6145575 5.35962
N-tiw56n67_250 cw first insert 6250744 5.69914
N-tiw56n67_250 cw best transpose 4078480 0.001589
N-tiw56n67_250 cw best exchange 6153748 0.920222
N-tiw56n67_250 cw best insert 6164517 0.797457
N-tiw56n72_150 random first transpose 2511906 3.1e-05
N-tiw56n72_150 random first exchange 4016039 0.414418
N-tiw56n72_150 random first insert 4023623 0.404447
N-tiw56n72_150 random best transpose 2503278 6.6e-05
N-tiw56n72_150 random best exchange 3982943 0.078127
N-tiw56n72_150 random best insert 4057011 0.113254
N-tiw56n72_150 cw first transpose 2543368 0.000368
N-tiw56n72_150 cw first exchange 4018789 0.303869
N-tiw56n72_150 cw first insert 4039951 0.3963
N-tiw56n72_150 cw best transpose 2545082 0.000334
N-tiw56n72_150 cw best exchange 3965052 0.087218
N-tiw56n72_150 cw best insert 4049657 0.096221
N-tiw56n72_250 random first transpose 7458982 0.000126
N-tiw56n72_250 random first exchange 10899326 5.40517
N-tiw56n72_250 random first insert 10936447 4.42874
N-tiw56n72_250 random best transpose 7461125 0.000149
N-tiw56n72_250 random best exchange 10805211 0.729271
N-tiw56n72_250 random best insert 10883000 0.883749
N-tiw56n72_250 cw first transpose 7389930 0.001453
N-tiw56n72_250 cw first exchange 10774578 5.91379
N-tiw56n72_250 cw first insert 10994273 6.01175
N-tiw56n72_250 cw best transpose 7391939 0.001485
N-tiw56n72_250 cw best exchange 10729866 0.67086
N-tiw56n72_250 cw best insert 10868111 0.857544
N-tiw56r54_150 random first transpose 624466 2.8e-05
N-tiw56r54_150 random first exchange 930682 0.391157
N-tiw56r54_150 random first insert 937027 0.383951
N-tiw56r54_150 random best transpose 632879 5.9e-05
N-tiw56r54_150 random best exchange 916284 0.077191
N-tiw56r54_150 random best insert 938112 0.101021
N-tiw56r54_150 cw first transpose 599781 0.000309
N-tiw56r54_150 cw first exchange 933812 0.371774
N-tiw56r54_150 cw first insert 937575 0.456659
N-tiw56r54_150 cw best transpose 599645 0.000571
N-tiw56r54_150 cw best exchange 920675 0.064854
N-tiw56r54_150 cw best insert 929540 0.092233
N-tiw56r54_250 random first transpose 1645440 0.000102
N-tiw56r54_250 random first exchange 2327153 5.08662
N-tiw56r54_250 random first insert 2331852 5.05742
N-tiw56r54_250 random best transpose 1646792 0.000131
N-tiw56r54_250 random best exchange 2305115 0.808872
N-tiw56r54_250 random best insert 2348064 0.89738
N-tiw56r54_250 cw first transpose 1609772 0.001606
N-tiw56r54_250 cw first exchange 2328757 5.51632
N-tiw56r54_250 cw first insert 2354349 4.96299
N-tiw56r54_250 cw best transpose 1609484 0.001578
N-tiw56r54_250 cw best exchange 2303709 0.876264
N-tiw56r54_250 cw best insert 2314972 0.747157
N-tiw56r58_150 random first transpose 806469 3.7e-05
N-tiw56r58_150 random first exchange 1181271 0.407305
N-tiw56r58_150 random first insert 1195992 0.40405
N-tiw56r58_150 random best transpose 803090 5.5e-05
N-tiw56r58_150 random best exchange 1171784 0.078648
N-tiw56r58_150 random best insert 1185238 0.089903
N-tiw56r58_150 cw first transpose 779077 0.0004
N-tiw56r58_150 cw first exchange 1175539 0.382878
N-tiw56r58_150 cw first insert 1192296 0.462014
N-tiw56r58_150 cw best transpose 779069 0.000334
N-tiw56r58_150 cw best exchange 1158576 0.095387
N-tiw56r58_150 cw best insert 1192055 0.074965
N-tiw56r58_250 random first transpose 2181605 7.8e-05
N-tiw56r58_250 random first exchange 2973581 4.64802
N-tiw56r58_250 random first insert 2999686 4.78047
N-tiw56r58_250 random best transpose 2184686 0.000133
N-tiw56r58_250 random best exchange 2956496 0.773008
N-tiw56r58_250 random best insert 2981062 0.82711
N-tiw56r58_250 cw first transpose 2061267 0.001473
N-tiw56r58_250 cw first exchange 2954083 4.97953
N-tiw56r58_250 cw first insert 3011487 4.32567
N-tiw56r58_250 cw best transpose 2061327 0.001502
N-tiw56r58_250 cw best exchange 2962190 0.821451
N-tiw56r58_250 cw best insert 2984511 0.799278
N-tiw56r66_150 random first transpose 1250215 3.5e-05
N-tiw56r66_150 random first exchange 1866879 0.418195
N-tiw56r66_150 random first insert 1895325 0.420821
N-tiw56r66_150 random best transpose 1251464 6.3e-05
N-tiw56r66_150 random best exchange 1870800 0.085235
N-tiw56r66_150 random best insert 1886229 0.091964
N-tiw56r66_150 cw first transpose 1291277 0.000315
N-tiw56r66_150 cw first exchange 1877823 0.360956
N-tiw56r66_150 cw first insert 1902274 0.471972
N-tiw56r66_150 cw best transpose 1291281 0.000328
N-tiw56r66_150 cw best exchange 1869884 0.089433
N-tiw56r66_150 cw best insert 1895709 0.095184
N-tiw56r66_250 random first transpose 3360563 0.00013
N-tiw56r66_250 random first exchange 4802217 5.88816
N-tiw56r66_250 random first insert 4841250 4.96164
N-tiw56r66_250 random best transpose 3371919 0.000197
N-tiw56r66_250 random best exchange 4753431 0.829933
N-tiw56r66_250 random best insert 4826698 1.00935
N-tiw56r66_250 cw first transpose 3364933 0.00154
N-tiw56r66_250 cw first exchange 4831125 5.92017
N-tiw56r66_250 cw first insert 4879812 5.73576
N-tiw56r66_250 cw best transpose 3364359 0.001603
N-tiw56r66_250 cw best exchange 4781542 0.90546
N-tiw56r66_250 cw best insert 4805999 0.782075
N-tiw56r67_150 random first transpose 1302211 4.4e-05
N-tiw56r67_150 random first exchange 1988965 0.379978
N-tiw56r67_150 random first insert 2032630 0.42244
N-tiw56r67_150 random best transpose 1311015 5.7e-05
N-tiw56r67_150 random best exchange 1994607 0.084431
N-tiw56r67_150 random best insert 2021961 0.089125
N-tiw56r67_150 cw first transpose 1348834 0.000311
N-tiw56r67_150 cw first exchange 1985326 0.293038
N-tiw56r67_150 cw first insert 2005640 0.476257
N-tiw56r67_150 cw best transpose 1349193 0.000329
N-tiw56r67_150 cw best exchange 1976867 0.078536
N-tiw56r67_150 cw best insert 2014875 0.07741
N-tiw56r67_250 random first transpose 3469771 0.000112
N-tiw56r67_250 random first exchange 5163072 5.87437
N-tiw56r67_250 random first insert 5156405 4.91795
N-tiw56r67_250 random best transpose 3469693 0.000152
N-tiw56r67_250 random best exchange 5111533 0.830662
N-tiw56r67_250 random best insert 5194255 0.98778
N-tiw56r67_250 cw first transpose 3577900 0.002321
N-tiw56r67_250 cw first exchange 5098890 4.93164
N-tiw56r67_250 cw first insert 5202420 5.52192
N-tiw56r67_250 cw best transpose 3578438 0.001462
N-tiw56r67_250 cw best exchange 5097107 0.774356
N-tiw56r67_250 cw best insert 5156259 0.823637
N-tiw56r72_150 random first transpose 1829418 3.4e-05
N-tiw56r72_150 random first exchange 2732312 0.351254
N-tiw56r72_150 random first insert 2746807 0.400205
N-tiw56r72_150 random best transpose 1804294 5.6e-05
N-tiw56r72_150 random best exchange 2710114 0.06854
N-tiw56r72_150 random best insert 2725285 0.104669
N-tiw56r72_150 cw first transpose 1808446 0.000315
N-tiw56r72_150 cw first exchange 2723419 0.35512
N-tiw56r72_150 cw first insert 2767360 0.424956
N-tiw56r72_150 cw best transpose 1808372 0.000323
N-tiw56r72_150 cw best exchange 2691791 0.07502
N-tiw56r72_150 cw best insert 2765080 0.08615
N-tiw56r72_250 random first transpose 5184394 7e-05
N-tiw56r72_250 random first exchange 7249588 5.45382
N-tiw56r72_250 random first insert 7331613 5.27673
N-tiw56r72_250 random best transpose 5195365 0.000155
N-tiw56r72_250 random best exchange 7176154 0.839774
N-tiw56r72_250 random best insert 7247989 0.82843
N-tiw56r72_250 cw first transpose 5011400 0.00167
N-tiw56r72_250 cw first exchange 7221392 5.73709
N-tiw56r72_250 cw first insert 7341837 6.35811
N-tiw56r72_250 cw best transpose 5011976 0.001571
N-tiw56r72_250 cw best exchange 7133721 0.725767
N-tiw56r72_250 cw best insert 7229354 0.776709
