Instance Init Pivot Neighborhood Cost Time
N-t70n11xx_250 random first transpose 1650484 4.4e-05
N-t70n11xx_250 random first exchange 2377866 5.2757
N-t70n11xx_250 random first insert 2376681 4.17172
N-t70n11xx_250 random best transpose 1663338 6.5e-05
N-t70n11xx_250 random best exchange 2348357 0.916356
N-t70n11xx_250 random best insert 2379500 0.871968
N-t70n11xx_250 cw first transpose 2011095 0.005262
N-t70n11xx_250 cw first exchange 2373780 4.65193
N-t70n11xx_250 cw first insert 2368384 3.07211
N-t70n11xx_250 cw best transpose 2011323 0.004423
N-t70n11xx_250 cw best exchange 2329521 0.664358
N-t70n11xx_250 cw best insert 2384953 0.754047
N-t74d11xx_150 random first transpose 6301767 1.9e-05
N-t74d11xx_150 random first exchange 9119373 0.481802
N-t74d11xx_150 random first insert 9226556 0.357594
N-t74d11xx_150 random best transpose 6315715 2.7e-05
N-t74d11xx_150 random best exchange 9024253 0.091023
N-t74d11xx_150 random best insert 9178343 0.099692
N-t74d11xx_150 cw first transpose 7814438 0.001004
N-t74d11xx_150 cw first exchange 9135770 0.404863
N-t74d11xx_150 cw first insert 9206044 0.228413
N-t74d11xx_150 cw best transpose 7810579 0.001018
N-t74d11xx_150 cw best exchange 9023249 0.072687
N-t74d11xx_150 cw best insert 9180435 0.067603
N-t74d11xx_250 random first transpose 16783671 4.2e-05
N-t74d11xx_250 random first exchange 23768286 5.65966
N-t74d11xx_250 random first insert 23983218 4.52427
N-t74d11xx_250 random best transpose 16804434 9.9e-05
N-t74d11xx_250 random best exchange 23637725 0.876688
N-t74d11xx_250 random best insert 23934297 0.878225
N-t74d11xx_250 cw first transpose 20274503 0.004344
N-t74d11xx_250 cw first exchange 23686685 4.78827
N-t74d11xx_250 cw first insert 23919050 3.21702
N-t74d11xx_250 cw best transpose 20273075 0.005206
N-t74d11xx_250 cw best exchange 23581171 1.00244
N-t74d11xx_250 cw best insert 23838915 0.780304
N-t75d11xx_150 random first transpose 6114949 1.9e-05
N-t75d11xx_150 random first exchange 9389095 0.519329
N-t75d11xx_150 random first insert 9344694 0.414979
N-t75d11xx_150 random best transpose 6140219 2.8e-05
N-t75d11xx_150 random best exchange 9232902 0.100187
N-t75d11xx_150 random best insert 9431092 0.097524
N-t75d11xx_150 cw first transpose 7931194 0.000962
N-t75d11xx_150 cw first exchange 9316603 0.361189
N-t75d11xx_150 cw first insert 9504936 0.344759
N-t75d11xx_150 cw best transpose 7925523 0.00099
N-t75d11xx_150 cw best exchange 9232263 0.101347
N-t75d11xx_150 cw best insert 9422568 0.08531
N-t75d11xx_250 random first transpose 17653655 4.1e-05
N-t75d11xx_250 random first exchange 24450066 6.61927
N-t75d11xx_250 random first insert 24512916 4.848
N-t75d11xx_250 random best transpose 17673167 8e-05
N-t75d11xx_250 random best exchange 24259091 0.842853
N-t75d11xx_250 random best insert 24461041 1.07451
N-t75d11xx_250 cw first transpose 21036170 0.004363
N-t75d11xx_250 cw first exchange 24439236 5.24377
N-t75d11xx_250 cw first insert 24535938 3.57763
N-t75d11xx_250 cw best transpose 21038902 0.004318
N-t75d11xx_250 cw best exchange 24288145 0.837981
N-t75d11xx_250 cw best insert 24483065 0.759179
N-t75e11xx_150 random first transpose 26841183 2.1e-05
N-t75e11xx_150 random first exchange 40263882 0.518053
N-t75e11xx_150 random first insert 40527132 0.450898
N-t75e11xx_150 random best transpose 26969136 3.1e-05
N-t75e11xx_150 random best exchange 40126202 0.112576
N-t75e11xx_150 random best insert 40530365 0.104049
N-t75e11xx_150 cw first transpose 33438338 0.001023
N-t75e11xx_150 cw first exchange 40227410 0.467852
N-t75e11xx_150 cw first insert 40664575 0.341111
N-t75e11xx_150 cw best transpose 33480593 0.00096
N-t75e11xx_150 cw best exchange 39867656 0.087482
N-t75e11xx_150 cw best insert 40786659 0.076651
N-t75e11xx_250 random first transpose 73890813 3.5e-05
N-t75e11xx_250 random first exchange 103832819 6.31465
N-t75e11xx_250 random first insert 103898406 5.12107
N-t75e11xx_250 random best transpose 74221068 6.2e-05
N-t75e11xx_250 random best exchange 102647081 0.754831
N-t75e11xx_250 random best insert 103649949 0.923556
N-t75e11xx_250 cw first transpose 89060471 0.004329
N-t75e11xx_250 cw first exchange 104124726 6.42253
N-t75e11xx_250 cw first insert 104337379 3.78558
N-t75e11xx_250 cw best transpose 89058614 0.004296
N-t75e11xx_250 cw best exchange 101928444 0.746007
N-t75e11xx_250 cw best insert 104077710 0.80018
N-t75k11xx_150 random first transpose 995065 1.7e-05
N-t75k11xx_150 random first exchange 1500214 0.452977
N-t75k11xx_150 random first insert 1513972 0.364001
N-t75k11xx_150 random best transpose 1004913 2.4e-05
N-t75k11xx_150 random best exchange 1483168 0.087829
N-t75k11xx_150 random best insert 1505459 0.08719
N-t75k11xx_150 cw first transpose 1232216 0.000994
N-t75k11xx_150 cw first exchange 1495097 0.406679
N-t75k11xx_150 cw first insert 1518005 0.226618
N-t75k11xx_150 cw best transpose 1232093 0.000998
N-t75k11xx_150 cw best exchange 1471961 0.068136
N-t75k11xx_150 cw best insert 1509805 0.095978
N-t75k11xx_250 random first transpose 2828312 4.6e-05
N-t75k11xx_250 random first exchange 3975634 5.09091
N-t75k11xx_250 random first insert 3999380 4.61581
N-t75k11xx_250 random best transpose 2834368 5.9e-05
N-t75k11xx_250 random best exchange 3925608 0.923295
N-t75k11xx_250 random best insert 3981840 0.927606
N-t75k11xx_250 cw first transpose 3461841 0.004337
N-t75k11xx_250 cw first exchange 3949293 4.22658
N-t75k11xx_250 cw first insert 4036258 2.89427
N-t75k11xx_250 cw best transpose 3462392 0.004799
N-t75k11xx_250 cw best exchange 3931395 0.776915
N-t75k11xx_250 cw best insert 4027267 0.794861
N-t75n11xx_150 random first transpose 1081423 2.4e-05
N-t75n11xx_150 random first exchange 1682018 0.432007
N-t75n11xx_150 random first insert 1712107 0.453178
N-t75n11xx_150 random best transpose 1081998 2.2e-05
N-t75n11xx_150 random best exchange 1663955 0.08907
N-t75n11xx_150 random best insert 1703052 0.08373
N-t75n11xx_150 cw first transpose 1391317 0.000988
N-t75n11xx_150 cw first exchange 1674839 0.389871
N-t75n11xx_150 cw first insert 1708706 0.277426
N-t75n11xx_150 cw best transpose 1391401 0.001005
N-t75n11xx_150 cw best exchange 1677537 0.081326
N-t75n11xx_150 cw best insert 1696529 0.096191
N-t75n11xx_250 random first transpose 2977188 3.5e-05
N-t75n11xx_250 random first exchange 4394870 5.11295
N-t75n11xx_250 random first insert 4424908 4.08769
N-t75n11xx_250 random best transpose 2980519 5.6e-05
N-t75n11xx_250 random best exchange 4378591 0.873097
N-t75n11xx_250 random best insert 4413313 1.01743
N-t75n11xx_250 cw first transpose 3799507 0.004304
N-t75n11xx_250 cw first exchange 4370250 4.17768
N-t75n11xx_250 cw first insert 4400504 2.81963
N-t75n11xx_250 cw best transpose 3798975 0.004369
N-t75n11xx_250 cw best exchange 4346980 0.646549
N-t75n11xx_250 cw best insert 4389903 0.682375
N-tiw56n54_150 random first transpose 575639 1.7e-05
N-tiw56n54_150 random first exchange 815329 0.410525
N-tiw56n54_150 random first insert 825536 0.391004
N-tiw56n54_150 random best transpose 575431 2.4e-05
N-tiw56n54_150 random best exchange 810031 0.09115
N-tiw56n54_150 random best insert 821525 0.109062
N-tiw56n54_150 cw first transpose 697347 0.000954
N-tiw56n54_150 cw first exchange 812533 0.291321
N-tiw56n54_150 cw first insert 822898 0.234877
N-tiw56n54_150 cw best transpose 697468 0.000975
N-tiw56n54_150 cw best exchange 803240 0.076873
N-tiw56n54_150 cw best insert 820974 0.081626
N-tiw56n54_250 random first transpose 1447533 4.1e-05
N-tiw56n54_250 random first exchange 2047572 5.50868
N-tiw56n54_250 random first insert 2055668 4.463
N-tiw56n54_250 random best transpose 1447913 7.1e-05
N-tiw56n54_250 random best exchange 2028934 0.894937
N-tiw56n54_250 random best insert 2054279 0.952145
N-tiw56n54_250 cw first transpose 1769814 0.004362
N-tiw56n54_250 cw first exchange 2040803 4.38263
N-tiw56n54_250 cw first insert 2063239 3.40264
N-tiw56n54_250 cw best transpose 1769667 0.004579
N-tiw56n54_250 cw best exchange 2027235 0.644909
N-tiw56n54_250 cw best insert 2053188 0.741216
N-tiw56n58_150 random first transpose 713317 2.5e-05
N-tiw56n58_150 random first exchange 1107920 0.327713
N-tiw56n58_150 random first insert 1133421 0.38167
N-tiw56n58_150 random best transpose 713691 2.9e-05
N-tiw56n58_150 random best exchange 1105327 0.085637
N-tiw56n58_150 random best insert 1138679 0.11386
N-tiw56n58_150 cw first transpose 956303 0.000987
N-tiw56n58_150 cw first exchange 1119756 0.281822
N-tiw56n58_150 cw first insert 1130296 0.219875
N-tiw56n58_150 cw best transpose 956975 0.000979
N-tiw56n58_150 cw best exchange 1102351 0.078015
N-tiw56n58_150 cw best insert 1128121 0.085032
N-tiw56n58_250 random first transpose 1999304 3.4e-05
N-tiw56n58_250 random first exchange 2844339 5.41468
N-tiw56n58_250 random first insert 2835630 4.40445
N-tiw56n58_250 random best transpose 2003441 5.7e-05
N-tiw56n58_250 random best exchange 2788200 0.681094
N-tiw56n58_250 random best insert 2832070 0.847642
N-tiw56n58_250 cw first transpose 2459921 0.004709
N-tiw56n58_250 cw first exchange 2822473 4.74972
N-tiw56n58_250 cw first insert 2856559 3.2034
N-tiw56n58_250 cw best transpose 2460020 0.004327
N-tiw56n58_250 cw best exchange 2781828 0.767254
N-tiw56n58_250 cw best insert 2837045 0.79533
N-tiw56n62_150 random first transpose 1057721 2.6e-05
N-tiw56n62_150 random first exchange 1582163 0.47097
N-tiw56n62_150 random first insert 1589455 0.438257
N-tiw56n62_150 random best transpose 1052978 2.4e-05
N-tiw56n62_150 random best exchange 1571950 0.094074
N-tiw56n62_150 random best insert 1589283 0.095188
N-tiw56n62_150 cw first transpose 1357563 0.000974
N-tiw56n62_150 cw first exchange 1579070 0.261821
N-tiw56n62_150 cw first insert 1587808 0.187135
N-tiw56n62_150 cw best transpose 1358203 0.000987
N-tiw56n62_150 cw best exchange 1552959 0.082187
N-tiw56n62_150 cw best insert 1589149 0.082559
N-tiw56n62_250 random first transpose 2782763 4e-05
N-tiw56n62_250 random first exchange 4042712 5.04601
N-tiw56n62_250 random first insert 4072095 5.11413
N-tiw56n62_250 random best transpose 2791042 7e-05
N-tiw56n62_250 random best exchange 4004644 0.966656
N-tiw56n62_250 random best insert 4059584 0.943334
N-tiw56n62_250 cw first transpose 3484931 0.004324
N-tiw56n62_250 cw first exchange 4018158 4.39686
N-tiw56n62_250 cw first insert 4067847 2.82516
N-tiw56n62_250 cw best transpose 3486859 0.004531
N-tiw56n62_250 cw best exchange 3990976 0.774048
N-tiw56n62_250 cw best insert 4037263 0.679031
N-tiw56n66_150 random first transpose 1325388 2.4e-05
N-tiw56n66_150 random first exchange 2029367 0.440981
N-tiw56n66_150 random first insert 2062717 0.347514
N-tiw56n66_150 random best transpose 1340279 2.5e-05
N-tiw56n66_150 random best exchange 2030649 0.088039
N-tiw56n66_150 random best insert 2058584 0.085538
N-tiw56n66_150 cw first transpose 1743166 0.001067
N-tiw56n66_150 cw first exchange 2041843 0.291623
N-tiw56n66_150 cw first insert 2060991 0.220218
N-tiw56n66_150 cw best transpose 1742539 0.001096
N-tiw56n66_150 cw best exchange 1992070 0.062898
N-tiw56n66_150 cw best insert 2057153 0.077945
N-tiw56n66_250 random first transpose 3659951 4e-05
N-tiw56n66_250 random first exchange 5213404 5.23364
N-tiw56n66_250 random first insert 5283428 4.84162
N-tiw56n66_250 random best transpose 3678745 9.7e-05
N-tiw56n66_250 random best exchange 5192693 0.831307
N-tiw56n66_250 random best insert 5248847 0.941473
N-tiw56n66_250 cw first transpose 4516128 0.004753
N-tiw56n66_250 cw first exchange 5182390 4.47279
N-tiw56n66_250 cw first insert 5253562 3.2461
N-tiw56n66_250 cw best transpose 4521109 0.004498
N-tiw56n66_250 cw best exchange 5157106 0.722704
N-tiw56n66_250 cw best insert 5254980 0.853088
N-tiw56n67_150 random first transpose 1597567 1.7e-05
N-tiw56n67_150 random first exchange 2311390 0.380612
N-tiw56n67_150 random first insert 2330322 0.354596
N-tiw56n67_150 random best transpose 1604879 2.9e-05
N-tiw56n67_150 random best exchange 2288613 0.086553
N-tiw56n67_150 random best insert 2322902 0.092955
N-tiw56n67_150 cw first transpose 2022924 0.000956
N-tiw56n67_150 cw first exchange 2286188 0.289769
N-tiw56n67_150 cw first insert 2308001 0.220867
N-tiw56n67_150 cw best transpose 2022327 0.001218
N-tiw56n67_150 cw best exchange 2289935 0.076071
N-tiw56n67_150 cw best insert 2305812 0.084401
N-tiw56n67_250 random first transpose 4243100 4.2e-05
N-tiw56n67_250 random first exchange 6158030 6.42535
N-tiw56n67_250 random first insert 6215871 4.63999
N-tiw56n67_250 random best transpose 4242752 5.8e-05
N-tiw56n67_250 random best exchange 6130215 0.907509
N-tiw56n67_250 random best insert 6131092 0.830418
N-tiw56n67_250 cw first transpose 5286358 0.004331
N-tiw56n67_250 cw first exchange 6169599 4.52735
N-tiw56n67_250 cw first insert 6218639 3.08212
N-tiw56n67_250 cw best transpose 5288322 0.004669
N-tiw56n67_250 cw best exchange 6120778 0.755308
N-tiw56n67_250 cw best insert 6228029 0.799929
N-tiw56n72_150 random first transpose 2511906 1.8e-05
N-tiw56n72_150 random first exchange 4016039 0.515359
N-tiw56n72_150 random first insert 4023623 0.382521
N-tiw56n72_150 random best transpose 2503278 2.9e-05
N-tiw56n72_150 random best exchange 3982943 0.08293
N-tiw56n72_150 random best insert 4057011 0.10627
N-tiw56n72_150 cw first transpose 3500512 0.000966
N-tiw56n72_150 cw first exchange 4008340 0.387471
N-tiw56n72_150 cw first insert 4068537 0.275887
N-tiw56n72_150 cw best transpose 3502301 0.000956
N-tiw56n72_150 cw best exchange 3936176 0.072113
N-tiw56n72_150 cw best insert 4024242 0.081035
N-tiw56n72_250 random first transpose 7458982 4.3e-05
N-tiw56n72_250 random first exchange 10899326 5.50444
N-tiw56n72_250 random first insert 10936447 4.10081
N-tiw56n72_250 random best transpose 7461125 6e-05
N-tiw56n72_250 random best exchange 10805211 0.744874
N-tiw56n72_250 random best insert 10883000 0.835807
N-tiw56n72_250 cw first transpose 9432888 0.004292
N-tiw56n72_250 cw first exchange 10890477 4.66889
N-tiw56n72_250 cw first insert 10996097 3.56134
N-tiw56n72_250 cw best transpose 9432362 0.005341
N-tiw56n72_250 cw best exchange 10800179 0.850353
N-tiw56n72_250 cw best insert 10996057 0.736252
N-tiw56r54_150 random first transpose 624466 1.6e-05
N-tiw56r54_150 random first exchange 930682 0.447839
N-tiw56r54_150 random first insert 937027 0.369705
N-tiw56r54_150 random best transpose 632879 3.1e-05
N-tiw56r54_150 random best exchange 916284 0.078306
N-tiw56r54_150 random best insert 938112 0.098963
N-tiw56r54_150 cw first transpose 802129 0.000993
N-tiw56r54_150 cw first exchange 927425 0.288165
N-tiw56r54_150 cw first insert 943504 0.218851
N-tiw56r54_150 cw best transpose 802699 0.000977
N-tiw56r54_150 cw best exchange 914344 0.075988
N-tiw56r54_150 cw best insert 939999 0.080518
N-tiw56r54_250 random first transpose 1645440 3.7e-05
N-tiw56r54_250 random first exchange 2327153 5.50054
N-tiw56r54_250 random first insert 2331852 4.86857
N-tiw56r54_250 random best transpose 1646792 6.1e-05
N-tiw56r54_250 random best exchange 2305115 0.810863
N-tiw56r54_250 random best insert 2348064 0.897473
N-tiw56r54_250 cw first transpose 2000534 0.004325
N-tiw56r54_250 cw first exchange 2309958 4.10224
N-tiw56r54_250 cw first insert 2336229 3.13046
N-tiw56r54_250 cw best transpose 2000009 0.004662
N-tiw56r54_250 cw best exchange 2301150 0.662625
N-tiw56r54_250 cw best insert 2322494 0.704224
N-tiw56r58_150 random first transpose 806469 2.1e-05
N-tiw56r58_150 random first exchange 1181271 0.462038
N-tiw56r58_150 random first insert 1195992 0.384184
N-tiw56r58_150 random best transpose 803090 2.5e-05
N-tiw56r58_150 random best exchange 1171784 0.084882
N-tiw56r58_150 random best insert 1185238 0.089319
N-tiw56r58_150 cw first transpose 1008879 0.001
N-tiw56r58_150 cw first exchange 1191130 0.327874
N-tiw56r58_150 cw first insert 1193581 0.229743
N-tiw56r58_150 cw best transpose 1008396 0.000976
N-tiw56r58_150 cw best exchange 1174171 0.072343
N-tiw56r58_150 cw best insert 1191670 0.081395
N-tiw56r58_250 random first transpose 2181605 5.7e-05
N-tiw56r58_250 random first exchange 2973581 4.94413
N-tiw56r58_250 random first insert 2999686 4.99608
N-tiw56r58_250 random best transpose 2184686 6.6e-05
N-tiw56r58_250 random best exchange 2956496 0.827305
N-tiw56r58_250 random best insert 2981062 0.802214
N-tiw56r58_250 cw first transpose 2581855 0.004705
N-tiw56r58_250 cw first exchange 2966777 4.56644
N-tiw56r58_250 cw first insert 2999376 3.37792
N-tiw56r58_250 cw best transpose 2582642 0.004547
N-tiw56r58_250 cw best exchange 2965452 0.788777
N-tiw56r58_250 cw best insert 2980782 0.709299
N-tiw56r66_150 random first transpose 1250215 1.8e-05
N-tiw56r66_150 random first exchange 1866879 0.46561
N-tiw56r66_150 random first insert 1895325 0.3963
N-tiw56r66_150 random best transpose 1251464 2.6e-05
N-tiw56r66_150 random best exchange 1870800 0.087138
N-tiw56r66_150 random best insert 1886229 0.102525
N-tiw56r66_150 cw first transpose 1613234 0.000941
N-tiw56r66_150 cw first exchange 1880077 0.299225
N-tiw56r66_150 cw first insert 1889917 0.223142
N-tiw56r66_150 cw best transpose 1612635 0.001259
N-tiw56r66_150 cw best exchange 1849858 0.079634
N-tiw56r66_150 cw best insert 1892893 0.081614
N-tiw56r66_250 random first transpose 3360563 4.5e-05
N-tiw56r66_250 random first exchange 4802217 5.93677
N-tiw56r66_250 random first insert 4841250 5.1121
N-tiw56r66_250 random best transpose 3371919 6.7e-05
N-tiw56r66_250 random best exchange 4753431 0.869706
N-tiw56r66_250 random best insert 4826698 1.04305
N-tiw56r66_250 cw first transpose 4134423 0.004489
N-tiw56r66_250 cw first exchange 4791704 4.54594
N-tiw56r66_250 cw first insert 4845527 3.10647
N-tiw56r66_250 cw best transpose 4135197 0.004859
N-tiw56r66_250 cw best exchange 4776037 0.743612
N-tiw56r66_250 cw best insert 4829854 0.752486
N-tiw56r67_150 random first transpose 1302211 2.1e-05
N-tiw56r67_150 random first exchange 1988965 0.427489
N-tiw56r67_150 random first insert 2032630 0.410271
N-tiw56r67_150 random best transpose 1311015 2.6e-05
N-tiw56r67_150 random best exchange 1994607 0.083974
N-tiw56r67_150 random best insert 2021961 0.088645
N-tiw56r67_150 cw first transpose 1724489 0.000953
N-tiw56r67_150 cw first exchange 1999757 0.367487
N-tiw56r67_150 cw first insert 2020973 0.293231
N-tiw56r67_150 cw best transpose 1726434 0.000993
N-tiw56r67_150 cw best exchange 1975258 0.08463
N-tiw56r67_150 cw best insert 2015860 0.080796
N-tiw56r67_250 random first transpose 3469771 6.4e-05
N-tiw56r67_250 random first exchange 5163072 5.96619
N-tiw56r67_250 random first insert 5156405 4.77527
N-tiw56r67_250 random best transpose 3469693 6.2e-05
N-tiw56r67_250 random best exchange 5111533 0.796338
N-tiw56r67_250 random best insert 5194255 0.905197
N-tiw56r67_250 cw first transpose 4425681 0.004691
N-tiw56r67_250 cw first exchange 5151351 4.7545
N-tiw56r67_250 cw first insert 5202712 3.36068
N-tiw56r67_250 cw best transpose 4424654 0.00435
N-tiw56r67_250 cw best exchange 5072893 0.748831
N-tiw56r67_250 cw best insert 5202894 0.900717
N-tiw56r72_150 random first transpose 1829418 1.8e-05
N-tiw56r72_150 random first exchange 2732312 0.412092
N-tiw56r72_150 random first insert 2746807 0.383198
N-tiw56r72_150 random best transpose 1804294 3.3e-05
N-tiw56r72_150 random best exchange 2710114 0.071114
N-tiw56r72_150 random best insert 2725285 0.095203
N-tiw56r72_150 cw first transpose 2360333 0.00106
N-tiw56r72_150 cw first exchange 2739065 0.386679
N-tiw56r72_150 cw first insert 2739782 0.258905
N-tiw56r72_150 cw best transpose 2361394 0.001007
N-tiw56r72_150 cw best exchange 2684657 0.064641
N-tiw56r72_150 cw best insert 2755797 0.081272
N-tiw56r72_250 random first transpose 5184394 3.9e-05
N-tiw56r72_250 random first exchange 7249588 5.56881
N-tiw56r72_250 random first insert 7331613 4.94317
N-tiw56r72_250 random best transpose 5195365 6.3e-05
N-tiw56r72_250 random best exchange 7176154 0.819882
N-tiw56r72_250 random best insert 7247989 0.784411
N-tiw56r72_250 cw first transpose 6274987 0.00466
N-tiw56r72_250 cw first exchange 7266706 4.71992
N-tiw56r72_250 cw first insert 7305792 3.42417
N-tiw56r72_250 cw best transpose 6276604 0.004314
N-tiw56r72_250 cw best exchange 7163734 0.757309
N-tiw56r72_250 cw best insert 7306502 0.881106
